date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
22:17:16	339656/339656	---MCZ	200	added ('OK')	text/html	date:Sat,%2016%20Dec%202023%2015:17:16%20GMT	https://visualgo.net/en/list?slide=6-1	C:/My%20Web%20Sites/end/visualgo.net/en/list105d.html	(from https://visualgo.net/en/list?mode=Queue)
22:17:16	339656/339656	---MCZ	200	added ('OK')	text/html	date:Sat,%2016%20Dec%202023%2015:17:17%20GMT	https://visualgo.net/en/list?slide=3-21	C:/My%20Web%20Sites/end/visualgo.net/en/list78af.html	(from https://visualgo.net/en/list?mode=Queue)
22:17:16	339656/339656	---MCZ	200	added ('OK')	text/html	date:Sat,%2016%20Dec%202023%2015:17:17%20GMT	https://visualgo.net/en/list?slide=4	C:/My%20Web%20Sites/end/visualgo.net/en/list1438.html	(from https://visualgo.net/en/list?mode=Queue)
22:17:16	339656/339656	---MCZ	200	added ('OK')	text/html	date:Sat,%2016%20Dec%202023%2015:17:17%20GMT	https://visualgo.net/en/list?slide=5	C:/My%20Web%20Sites/end/visualgo.net/en/list3254.html	(from https://visualgo.net/en/list?mode=Queue)
22:17:17	222046/222046	---M--	200	added ('OK')	image/png	etag:%2265001ea2-3635e%22	https://visualgo.net/img/stack_illustration.png	C:/My%20Web%20Sites/end/visualgo.net/img/stack_illustration.png	(from https://visualgo.net/en/list?mode=Queue)
22:17:17	339656/339656	---MCZ	200	added ('OK')	text/html	date:Sat,%2016%20Dec%202023%2015:17:18%20GMT	https://visualgo.net/en/list?slide=3-9	C:/My%20Web%20Sites/end/visualgo.net/en/list2c9d.html	(from https://visualgo.net/en/list?mode=Queue)
22:17:17	339656/339656	---MCZ	200	added ('OK')	text/html	date:Sat,%2016%20Dec%202023%2015:17:18%20GMT	https://visualgo.net/en/list?slide=3-14	C:/My%20Web%20Sites/end/visualgo.net/en/listde91.html	(from https://visualgo.net/en/list?mode=Queue)
22:17:17	70107/70107	---M--	200	added ('OK')	image/png	etag:%22651156a1-111db%22	https://visualgo.net/img/queue_illustration.png	C:/My%20Web%20Sites/end/visualgo.net/img/queue_illustration.png	(from https://visualgo.net/en/list?mode=Queue)
22:17:18	339656/339656	---MCZ	200	added ('OK')	text/html	date:Sat,%2016%20Dec%202023%2015:17:18%20GMT	https://visualgo.net/en/list?slide=2-3	C:/My%20Web%20Sites/end/visualgo.net/en/list9578.html	(from https://visualgo.net/en/list?mode=Queue)
22:17:18	339656/339656	---MCZ	200	added ('OK')	text/html	date:Sat,%2016%20Dec%202023%2015:17:19%20GMT	https://visualgo.net/en/list?slide=3-18	C:/My%20Web%20Sites/end/visualgo.net/en/listc679.html	(from https://visualgo.net/en/list?mode=Queue)
22:17:18	17642/17642	---M--	200	added ('OK')	image/png	etag:%22609e5e9e-44ea%22	https://visualgo.net/img/png/sssp.png	C:/My%20Web%20Sites/end/visualgo.net/img/png/sssp.png	(from https://visualgo.net/en/sssp)
22:17:19	12187/12187	---M--	200	added ('OK')	image/png	etag:%22609e5e9f-2f9b%22	https://visualgo.net/img/relax.png	C:/My%20Web%20Sites/end/visualgo.net/img/relax.png	(from https://visualgo.net/en/sssp)
22:17:19	3054/3054	---M--	200	added ('OK')	image/png	etag:%22609e5e9b-bee%22	https://visualgo.net/img/cycle.png	C:/My%20Web%20Sites/end/visualgo.net/img/cycle.png	(from https://visualgo.net/en/sssp)
22:17:19	341/341	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sat,%2016%20Dec%202023%2015:17:20%20GMT	https://visualgo.net/en/avl	C:/My%20Web%20Sites/end/visualgo.net/en/avl	(from https://visualgo.net/en/sssp)
22:17:19	341/341	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sat,%2016%20Dec%202023%2015:17:20%20GMT	https://visualgo.net/en/avl	C:/My%20Web%20Sites/end/visualgo.net/en/avl	(from https://visualgo.net/en/sssp)
22:17:20	259648/259648	---MCZ	200	added ('OK')	text/html	date:Sat,%2016%20Dec%202023%2015:17:20%20GMT	https://visualgo.net/en/sssp?slide=7-5	C:/My%20Web%20Sites/end/visualgo.net/en/ssspf693.html	(from https://visualgo.net/en/sssp)
22:17:20	10117/10117	---M--	200	added ('OK')	image/png	etag:%22609e5e9e-2785%22	https://visualgo.net/img/png/graphds.png	C:/My%20Web%20Sites/end/visualgo.net/img/png/graphds.png	(from https://visualgo.net/en/graphds)
22:17:20	226499/226499	---MCZ	200	added ('OK')	text/html	date:Sat,%2016%20Dec%202023%2015:17:21%20GMT	https://visualgo.net/en/graphds?slide=6	C:/My%20Web%20Sites/end/visualgo.net/en/graphds209f.html	(from https://visualgo.net/en/graphds)
22:17:20	226499/226499	---MCZ	200	added ('OK')	text/html	date:Sat,%2016%20Dec%202023%2015:17:21%20GMT	https://visualgo.net/en/graphds?slide=1-1	C:/My%20Web%20Sites/end/visualgo.net/en/graphds946e.html	(from https://visualgo.net/en/graphds)
22:17:21	223301/223301	---MCZ	200	added ('OK')	text/html	date:Sat,%2016%20Dec%202023%2015:17:21%20GMT	https://visualgo.net/en/maxflow	C:/My%20Web%20Sites/end/visualgo.net/en/maxflow.html	(from https://visualgo.net/en/graphds)
22:17:21	201979/201979	---MCZ	200	added ('OK')	text/html	date:Sat,%2016%20Dec%202023%2015:17:21%20GMT	https://visualgo.net/en/mvc	C:/My%20Web%20Sites/end/visualgo.net/en/mvc.html	(from https://visualgo.net/en/graphds)
22:17:21	117408/117408	---MCZ	200	added ('OK')	text/html	date:Sat,%2016%20Dec%202023%2015:17:22%20GMT	https://visualgo.net/en/steinertree	C:/My%20Web%20Sites/end/visualgo.net/en/steinertree.html	(from https://visualgo.net/en/graphds)
22:17:21	127885/127885	---MCZ	200	added ('OK')	text/html	date:Sat,%2016%20Dec%202023%2015:17:22%20GMT	https://visualgo.net/en/tsp	C:/My%20Web%20Sites/end/visualgo.net/en/tsp.html	(from https://visualgo.net/en/graphds)
22:17:22	226499/226499	---MCZ	200	added ('OK')	text/html	date:Sat,%2016%20Dec%202023%2015:17:22%20GMT	https://visualgo.net/en/graphds?slide=7	C:/My%20Web%20Sites/end/visualgo.net/en/graphds3a98.html	(from https://visualgo.net/en/graphds)
22:17:22	2610/2610	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2016%20Dec%202023%2015:17:22%20GMT	https://visualgo.net/en/dfsbfs/heap	C:/My%20Web%20Sites/end/visualgo.net/en/dfsbfs/heap	(from https://visualgo.net/en/dfsbfs/?slide=5-4)
22:17:22	2610/2610	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2016%20Dec%202023%2015:17:23%20GMT	https://visualgo.net/en/dfsbfs/bst	C:/My%20Web%20Sites/end/visualgo.net/en/dfsbfs/bst	(from https://visualgo.net/en/dfsbfs/?slide=5-4)
22:17:22	2610/2610	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2016%20Dec%202023%2015:17:23%20GMT	https://visualgo.net/en/dfsbfs/list?mode=Queue	C:/My%20Web%20Sites/end/visualgo.net/en/dfsbfs/listc97b	(from https://visualgo.net/en/dfsbfs/?slide=5-4)
22:17:22	2610/2610	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2016%20Dec%202023%2015:17:23%20GMT	https://visualgo.net/en/dfsbfs/sssp	C:/My%20Web%20Sites/end/visualgo.net/en/dfsbfs/sssp	(from https://visualgo.net/en/dfsbfs/?slide=5-4)
22:17:22	2610/2610	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2016%20Dec%202023%2015:17:23%20GMT	https://visualgo.net/en/dfsbfs/graphds	C:/My%20Web%20Sites/end/visualgo.net/en/dfsbfs/graphds	(from https://visualgo.net/en/dfsbfs/?slide=5-4)
22:17:23	2610/2610	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2016%20Dec%202023%2015:17:23%20GMT	https://visualgo.net/en/dfsbfs/recursion	C:/My%20Web%20Sites/end/visualgo.net/en/dfsbfs/recursion	(from https://visualgo.net/en/dfsbfs/?slide=5-4)
22:17:23	2610/2610	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2016%20Dec%202023%2015:17:24%20GMT	https://visualgo.net/en/dfsbfs/dfsbfs/?slide=5-4	C:/My%20Web%20Sites/end/visualgo.net/en/dfsbfs/dfsbfs/indexbf39.html	(from https://visualgo.net/en/dfsbfs/?slide=5-4)
22:17:23	2610/2610	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2016%20Dec%202023%2015:17:24%20GMT	https://visualgo.net/en/dfsbfs/matching	C:/My%20Web%20Sites/end/visualgo.net/en/dfsbfs/matching	(from https://visualgo.net/en/dfsbfs/?slide=5-4)
22:17:23	2610/2610	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2016%20Dec%202023%2015:17:24%20GMT	https://visualgo.net/en/dfsbfs/url	C:/My%20Web%20Sites/end/visualgo.net/en/dfsbfs/url	(from https://visualgo.net/en/dfsbfs/?slide=5-4)
22:17:24	2610/2610	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2016%20Dec%202023%2015:17:24%20GMT	https://visualgo.net/en/dfsbfs/dfsbfs/?slide=7-7	C:/My%20Web%20Sites/end/visualgo.net/en/dfsbfs/dfsbfs/indexaaed.html	(from https://visualgo.net/en/dfsbfs/?slide=5-4)
22:17:24	11978/11978	---M--	200	added ('OK')	image/png	etag:%2264df50a3-2eca%22	https://visualgo.net/img/png/recursion.png	C:/My%20Web%20Sites/end/visualgo.net/img/png/recursion.png	(from https://visualgo.net/en/recursion)
22:17:24	40719/40719	---MCZ	200	added ('OK')	application/javascript	etag:W/%22609e5eb7-9f0f%22	https://visualgo.net/js/external/dagre.min.js	C:/My%20Web%20Sites/end/visualgo.net/js/external/dagre.min.js	(from https://visualgo.net/en/recursion)
22:17:24	371550/371550	---MCZ	200	added ('OK')	text/html	date:Sat,%2016%20Dec%202023%2015:17:25%20GMT	https://visualgo.net/en/sorting?slide=11-8	C:/My%20Web%20Sites/end/visualgo.net/en/sorting60ee.html	(from https://visualgo.net/en/recursion)
22:17:25	371550/371550	---MCZ	200	added ('OK')	text/html	date:Sat,%2016%20Dec%202023%2015:17:25%20GMT	https://visualgo.net/en/sorting?slide=12-12	C:/My%20Web%20Sites/end/visualgo.net/en/sorting86af.html	(from https://visualgo.net/en/recursion)
22:17:25	805/805	---MCZ	200	added ('OK')	application/javascript	etag:W/%22609e5eb9-434%22	https://visualgo.net/js/recursion_lib/misc.js	C:/My%20Web%20Sites/end/visualgo.net/js/recursion_lib/misc.js	(from https://visualgo.net/en/recursion)
22:17:25	440/440	---MCZ	200	added ('OK')	application/javascript	etag:W/%22609e5eb9-242%22	https://visualgo.net/js/recursion_lib/map.js	C:/My%20Web%20Sites/end/visualgo.net/js/recursion_lib/map.js	(from https://visualgo.net/en/recursion)
22:17:25	2290/2290	---MCZ	200	added ('OK')	application/javascript	etag:W/%2263c96f55-9cd%22	https://visualgo.net/js/recursion_lib/showCodes.js	C:/My%20Web%20Sites/end/visualgo.net/js/recursion_lib/showCodes.js	(from https://visualgo.net/en/recursion)
22:17:25	5814/5814	---M--	200	added ('OK')	image/png	etag:%22609e5e9e-16b6%22	https://visualgo.net/img/png/matching.png	C:/My%20Web%20Sites/end/visualgo.net/img/png/matching.png	(from https://visualgo.net/en/matching)
22:17:26	282656/282656	---MCZ	200	added ('OK')	text/html	date:Sat,%2016%20Dec%202023%2015:17:26%20GMT	https://visualgo.net/en/matching?slide=4-9	C:/My%20Web%20Sites/end/visualgo.net/en/matchingf88f.html	(from https://visualgo.net/en/matching)
22:17:26	282656/282656	---MCZ	200	added ('OK')	text/html	date:Sat,%2016%20Dec%202023%2015:17:27%20GMT	https://visualgo.net/en/matching?slide=4-4	C:/My%20Web%20Sites/end/visualgo.net/en/matching9bee.html	(from https://visualgo.net/en/matching)
22:17:26	1386/1386	---MCZ	200	added ('OK')	application/javascript	etag:W/%22609e5eb8-56a%22	https://visualgo.net/js/manifest.js	C:/My%20Web%20Sites/end/visualgo.net/js/manifest.js	(from https://visualgo.net/en/matching)
22:17:26	92851/92851	---MCZ	200	added ('OK')	application/javascript	etag:W/%22609e5eb9-16ab4%22	https://visualgo.net/js/vendor.js	C:/My%20Web%20Sites/end/visualgo.net/js/vendor.js	(from https://visualgo.net/en/matching)
22:17:27	5806/5806	---MCZ	200	added ('OK')	application/javascript	etag:W/%2264db2c29-3b1e%22	https://visualgo.net/js/matching_algos.js	C:/My%20Web%20Sites/end/visualgo.net/js/matching_algos.js	(from https://visualgo.net/en/matching)
22:17:27	353/353	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sat,%2016%20Dec%202023%2015:17:28%20GMT	https://visualgo.net/en/queue	C:/My%20Web%20Sites/end/visualgo.net/en/queue	(from https://visualgo.net/en/list)
22:17:27	9783/9783	---M--	200	added ('OK')	image/png	etag:%22609e5e9e-2637%22	https://visualgo.net/img/png/bitmask.png	C:/My%20Web%20Sites/end/visualgo.net/img/png/bitmask.png	(from https://visualgo.net/en/bitmask)
22:17:28	3186/3186	---M--	200	added ('OK')	image/png	etag:%22609e5e9f-c72%22	https://visualgo.net/img/replay.png	C:/My%20Web%20Sites/end/visualgo.net/img/replay.png	(from https://visualgo.net/en/bitmask)
22:17:28	18943/18943	---M--	200	added ('OK')	image/png	etag:%22609e5e9e-49ff%22	https://visualgo.net/img/png/mst.png	C:/My%20Web%20Sites/end/visualgo.net/img/png/mst.png	(from https://visualgo.net/en/mst)
22:17:29	163171/163171	---MCZ	200	added ('OK')	text/html	date:Sat,%2016%20Dec%202023%2015:17:29%20GMT	https://visualgo.net/en/ufds	C:/My%20Web%20Sites/end/visualgo.net/en/ufds.html	(from https://visualgo.net/en/mst)
22:17:29	341/341	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sat,%2016%20Dec%202023%2015:17:29%20GMT	https://visualgo.net/en/avl	C:/My%20Web%20Sites/end/visualgo.net/en/avl	(from https://visualgo.net/en/mst)
22:17:29	303782/303782	---MCZ	200	added ('OK')	text/html	date:Sat,%2016%20Dec%202023%2015:17:30%20GMT	https://visualgo.net/en/hashtable?slide=2-2	C:/My%20Web%20Sites/end/visualgo.net/en/hashtableec4c.html	(from https://visualgo.net/en/mst)
22:17:29	341/341	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sat,%2016%20Dec%202023%2015:17:30%20GMT	https://visualgo.net/en/avl	C:/My%20Web%20Sites/end/visualgo.net/en/avl	(from https://visualgo.net/en/mst)
22:17:30	341/341	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sat,%2016%20Dec%202023%2015:17:30%20GMT	https://visualgo.net/en/avl	C:/My%20Web%20Sites/end/visualgo.net/en/avl	(from https://visualgo.net/en/sssp?slide=7-3)
22:17:30	341/341	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sat,%2016%20Dec%202023%2015:17:31%20GMT	https://visualgo.net/en/avl	C:/My%20Web%20Sites/end/visualgo.net/en/avl	(from https://visualgo.net/en/sssp?slide=7-3)
22:17:30	10664/10664	---M--	200	added ('OK')	image/png	etag:%22609e5e9e-29a8%22	https://visualgo.net/img/png/hashtable.png	C:/My%20Web%20Sites/end/visualgo.net/img/png/hashtable.png	(from https://visualgo.net/en/hashtable?slide=2-1)
22:17:31	303782/303782	---MCZ	200	added ('OK')	text/html	date:Sat,%2016%20Dec%202023%2015:17:31%20GMT	https://visualgo.net/en/hashtable?slide=3-5	C:/My%20Web%20Sites/end/visualgo.net/en/hashtablee090.html	(from https://visualgo.net/en/hashtable?slide=2-1)
22:17:31	303782/303782	---MCZ	200	added ('OK')	text/html	date:Sat,%2016%20Dec%202023%2015:17:32%20GMT	https://visualgo.net/en/hashtable?slide=3	C:/My%20Web%20Sites/end/visualgo.net/en/hashtable0c37.html	(from https://visualgo.net/en/hashtable?slide=2-1)
22:17:31	303782/303782	---MCZ	200	added ('OK')	text/html	date:Sat,%2016%20Dec%202023%2015:17:32%20GMT	https://visualgo.net/en/hashtable?slide=4	C:/My%20Web%20Sites/end/visualgo.net/en/hashtable1438.html	(from https://visualgo.net/en/hashtable?slide=2-1)
22:17:32	303782/303782	---MCZ	200	added ('OK')	text/html	date:Sat,%2016%20Dec%202023%2015:17:32%20GMT	https://visualgo.net/en/hashtable?slide=5	C:/My%20Web%20Sites/end/visualgo.net/en/hashtable3254.html	(from https://visualgo.net/en/hashtable?slide=2-1)
22:17:32	388320/388320	---MCZ	200	added ('OK')	text/html	date:Sat,%2016%20Dec%202023%2015:17:33%20GMT	https://visualgo.net/en/bst?slide=13-1	C:/My%20Web%20Sites/end/visualgo.net/en/bst345d.html	(from https://visualgo.net/en/hashtable?slide=2-1)
22:17:32	388320/388320	---MCZ	200	added ('OK')	text/html	date:Sat,%2016%20Dec%202023%2015:17:33%20GMT	https://visualgo.net/en/bst?slide=3-2	C:/My%20Web%20Sites/end/visualgo.net/en/bst48df.html	(from https://visualgo.net/en/hashtable?slide=2-1)
22:17:32	388320/388320	---MCZ	200	added ('OK')	text/html	date:Sat,%2016%20Dec%202023%2015:17:33%20GMT	https://visualgo.net/en/bst?slide=3-3	C:/My%20Web%20Sites/end/visualgo.net/en/bste0b3.html	(from https://visualgo.net/en/hashtable?slide=2-1)
22:17:32	339656/339656	---MCZ	200	added ('OK')	text/html	date:Sat,%2016%20Dec%202023%2015:17:33%20GMT	https://visualgo.net/en/list?slide=2-1	C:/My%20Web%20Sites/end/visualgo.net/en/list7d9a.html	(from https://visualgo.net/en/hashtable?slide=2-1)
22:17:33	371550/371550	---MCZ	200	added ('OK')	text/html	date:Sat,%2016%20Dec%202023%2015:17:33%20GMT	https://visualgo.net/en/sorting?slide=15	C:/My%20Web%20Sites/end/visualgo.net/en/sorting3f6c.html	(from https://visualgo.net/en/hashtable?slide=2-1)
22:17:33	303782/303782	---MCZ	200	added ('OK')	text/html	date:Sat,%2016%20Dec%202023%2015:17:34%20GMT	https://visualgo.net/en/hashtable?slide=3-1	C:/My%20Web%20Sites/end/visualgo.net/en/hashtable8592.html	(from https://visualgo.net/en/hashtable?slide=2-1)
22:17:33	303782/303782	---MCZ	200	added ('OK')	text/html	date:Sat,%2016%20Dec%202023%2015:17:34%20GMT	https://visualgo.net/en/hashtable?slide=5-1	C:/My%20Web%20Sites/end/visualgo.net/en/hashtable787b.html	(from https://visualgo.net/en/hashtable?slide=2-1)
22:17:35	303782/303782	---MCZ	200	added ('OK')	text/html	date:Sat,%2016%20Dec%202023%2015:17:34%20GMT	https://visualgo.net/en/hashtable?slide=8-8	C:/My%20Web%20Sites/end/visualgo.net/en/hashtable3420.html	(from https://visualgo.net/en/hashtable?slide=2-1)
22:17:35	3367/3367	---M--	200	added ('OK')	image/png	etag:%22609e5e9e-d27%22	https://visualgo.net/img/png/sorting.png	C:/My%20Web%20Sites/end/visualgo.net/img/png/sorting.png	(from https://visualgo.net/en/sorting)
22:17:36	371550/371550	---MCZ	200	added ('OK')	text/html	date:Sat,%2016%20Dec%202023%2015:17:36%20GMT	https://visualgo.net/en/sorting?slide=5	C:/My%20Web%20Sites/end/visualgo.net/en/sorting3254.html	(from https://visualgo.net/en/sorting)
22:17:36	371550/371550	---MCZ	200	added ('OK')	text/html	date:Sat,%2016%20Dec%202023%2015:17:37%20GMT	https://visualgo.net/en/sorting?slide=14	C:/My%20Web%20Sites/end/visualgo.net/en/sorting74cb.html	(from https://visualgo.net/en/sorting)
22:17:36	371550/371550	---MCZ	200	added ('OK')	text/html	date:Sat,%2016%20Dec%202023%2015:17:37%20GMT	https://visualgo.net/en/sorting?slide=11-4	C:/My%20Web%20Sites/end/visualgo.net/en/sorting7d66.html	(from https://visualgo.net/en/sorting)
22:17:37	371550/371550	---MCZ	200	added ('OK')	text/html	date:Sat,%2016%20Dec%202023%2015:17:37%20GMT	https://visualgo.net/en/sorting?slide=12-1	C:/My%20Web%20Sites/end/visualgo.net/en/sortingb2fa.html	(from https://visualgo.net/en/sorting)
22:17:37	371550/371550	---MCZ	200	added ('OK')	text/html	date:Sat,%2016%20Dec%202023%2015:17:37%20GMT	https://visualgo.net/en/sorting?slide=13	C:/My%20Web%20Sites/end/visualgo.net/en/sorting9df2.html	(from https://visualgo.net/en/sorting)
22:17:37	371550/371550	---MCZ	200	added ('OK')	text/html	date:Sat,%2016%20Dec%202023%2015:17:38%20GMT	https://visualgo.net/en/sorting?slide=4-1	C:/My%20Web%20Sites/end/visualgo.net/en/sortingf7c7.html	(from https://visualgo.net/en/sorting)
22:17:37	371550/371550	---MCZ	200	added ('OK')	text/html	date:Sat,%2016%20Dec%202023%2015:17:38%20GMT	https://visualgo.net/en/sorting?slide=6	C:/My%20Web%20Sites/end/visualgo.net/en/sorting209f.html	(from https://visualgo.net/en/sorting)
22:17:38	371550/371550	---MCZ	200	added ('OK')	text/html	date:Sat,%2016%20Dec%202023%2015:17:38%20GMT	https://visualgo.net/en/sorting?slide=7	C:/My%20Web%20Sites/end/visualgo.net/en/sorting3a98.html	(from https://visualgo.net/en/sorting)
22:17:38	371550/371550	---MCZ	200	added ('OK')	text/html	date:Sat,%2016%20Dec%202023%2015:17:39%20GMT	https://visualgo.net/en/sorting?slide=8	C:/My%20Web%20Sites/end/visualgo.net/en/sortingcfa8.html	(from https://visualgo.net/en/sorting)
22:17:38	10677/10677	---M--	200	added ('OK')	image/png	etag:%22609e5e9a-29b5%22	https://visualgo.net/img/big_O_notation.png	C:/My%20Web%20Sites/end/visualgo.net/img/big_O_notation.png	(from https://visualgo.net/en/sorting)
22:17:39	69313/69313	---M--	200	added ('OK')	image/png	etag:%22609e5e9c-10ec1%22	https://visualgo.net/img/growth_rates.png	C:/My%20Web%20Sites/end/visualgo.net/img/growth_rates.png	(from https://visualgo.net/en/sorting)
22:17:39	371550/371550	---MCZ	200	added ('OK')	text/html	date:Sat,%2016%20Dec%202023%2015:17:39%20GMT	https://visualgo.net/en/sorting?slide=7-1	C:/My%20Web%20Sites/end/visualgo.net/en/sorting341c.html	(from https://visualgo.net/en/sorting)
22:17:39	135000/135000	---M--	200	added ('OK')	image/png	etag:%2265113fc0-20f58%22	https://visualgo.net/img/insertion_sort.png	C:/My%20Web%20Sites/end/visualgo.net/img/insertion_sort.png	(from https://visualgo.net/en/sorting)
22:17:39	371550/371550	---MCZ	200	added ('OK')	text/html	date:Sat,%2016%20Dec%202023%2015:17:40%20GMT	https://visualgo.net/en/sorting?slide=11-10	C:/My%20Web%20Sites/end/visualgo.net/en/sorting0845.html	(from https://visualgo.net/en/sorting)
22:17:40	371550/371550	---MCZ	200	added ('OK')	text/html	date:Sat,%2016%20Dec%202023%2015:17:40%20GMT	https://visualgo.net/en/sorting?slide=11	C:/My%20Web%20Sites/end/visualgo.net/en/sorting0b8d.html	(from https://visualgo.net/en/sorting)
22:17:40	371550/371550	---MCZ	200	added ('OK')	text/html	date:Sat,%2016%20Dec%202023%2015:17:41%20GMT	https://visualgo.net/en/sorting?slide=12	C:/My%20Web%20Sites/end/visualgo.net/en/sorting122b.html	(from https://visualgo.net/en/sorting)
22:17:40	371550/371550	---MCZ	200	added ('OK')	text/html	date:Sat,%2016%20Dec%202023%2015:17:41%20GMT	https://visualgo.net/en/sorting?slide=11-2	C:/My%20Web%20Sites/end/visualgo.net/en/sorting2d3f.html	(from https://visualgo.net/en/sorting)
22:17:40	28140/28140	---M--	200	added ('OK')	image/png	etag:%22609e5e9d-6dec%22	https://visualgo.net/img/merge.png	C:/My%20Web%20Sites/end/visualgo.net/img/merge.png	(from https://visualgo.net/en/sorting)
22:17:41	371550/371550	---MCZ	200	added ('OK')	text/html	date:Sat,%2016%20Dec%202023%2015:17:42%20GMT	https://visualgo.net/en/sorting?slide=14-1	C:/My%20Web%20Sites/end/visualgo.net/en/sorting7987.html	(from https://visualgo.net/en/sorting)
22:17:41	371550/371550	---MCZ	200	added ('OK')	text/html	date:Sat,%2016%20Dec%202023%2015:17:42%20GMT	https://visualgo.net/en/sorting?slide=19-3	C:/My%20Web%20Sites/end/visualgo.net/en/sorting95ab.html	(from https://visualgo.net/en/sorting)
22:17:42	371550/371550	---MCZ	200	added ('OK')	text/html	date:Sat,%2016%20Dec%202023%2015:17:42%20GMT	https://visualgo.net/en/sorting?slide=17-1	C:/My%20Web%20Sites/end/visualgo.net/en/sortinge654.html	(from https://visualgo.net/en/sorting)
22:17:42	371550/371550	---MCZ	200	added ('OK')	text/html	date:Sat,%2016%20Dec%202023%2015:17:42%20GMT	https://visualgo.net/en/sorting?slide=17-2	C:/My%20Web%20Sites/end/visualgo.net/en/sortingcbf1.html	(from https://visualgo.net/en/sorting)
22:17:42	9370/9370	---M--	200	added ('OK')	image/png	etag:%2261d45dfa-249a%22	https://visualgo.net/img/partition1.png	C:/My%20Web%20Sites/end/visualgo.net/img/partition1.png	(from https://visualgo.net/en/sorting)
22:17:42	16618/16618	---M--	200	added ('OK')	image/png	etag:%2261d45e2c-40ea%22	https://visualgo.net/img/partition2.png	C:/My%20Web%20Sites/end/visualgo.net/img/partition2.png	(from https://visualgo.net/en/sorting)
22:17:42	371550/371550	---MCZ	200	added ('OK')	text/html	date:Sat,%2016%20Dec%202023%2015:17:43%20GMT	https://visualgo.net/en/sorting?slide=11-7	C:/My%20Web%20Sites/end/visualgo.net/en/sorting6b97.html	(from https://visualgo.net/en/sorting)
22:17:42	12429/12429	---M--	200	added ('OK')	image/png	etag:%22609e5e9f-308d%22	https://visualgo.net/img/qsort_worstcase.png	C:/My%20Web%20Sites/end/visualgo.net/img/qsort_worstcase.png	(from https://visualgo.net/en/sorting)
22:17:43	371550/371550	---MCZ	200	added ('OK')	text/html	date:Sat,%2016%20Dec%202023%2015:17:44%20GMT	https://visualgo.net/en/sorting?slide=12-7	C:/My%20Web%20Sites/end/visualgo.net/en/sorting7daf.html	(from https://visualgo.net/en/sorting)
22:17:43	371550/371550	---MCZ	200	added ('OK')	text/html	date:Sat,%2016%20Dec%202023%2015:17:44%20GMT	https://visualgo.net/en/sorting?slide=12-4	C:/My%20Web%20Sites/end/visualgo.net/en/sorting7b9b.html	(from https://visualgo.net/en/sorting)
22:17:44	371550/371550	---MCZ	200	added ('OK')	text/html	date:Sat,%2016%20Dec%202023%2015:17:44%20GMT	https://visualgo.net/en/sorting?slide=16	C:/My%20Web%20Sites/end/visualgo.net/en/sorting0c5b.html	(from https://visualgo.net/en/sorting)
22:17:44	371550/371550	---MCZ	200	added ('OK')	text/html	date:Sat,%2016%20Dec%202023%2015:17:44%20GMT	https://visualgo.net/en/sorting?slide=11-9	C:/My%20Web%20Sites/end/visualgo.net/en/sorting6a27.html	(from https://visualgo.net/en/sorting)
22:17:45	146628/146628	---MCZ	200	added ('OK')	text/html	date:Sat,%2016%20Dec%202023%2015:17:45%20GMT	https://visualgo.net/en/suffixarray	C:/My%20Web%20Sites/end/visualgo.net/en/suffixarray.html	(from https://visualgo.net/en/sorting)
22:17:45	0/0	---M--	404	error ('Not%20Found')	image/jpeg	date:Sat,%2016%20Dec%202023%2015:17:46%20GMT	https://pbs.twimg.com/profile_images/2618373647/image.jpg	C:/My%20Web%20Sites/end/pbs.twimg.com/profile_images/2618373647/image.c7.delayed	(from https://visualgo.net/en/sorting)
22:17:47	16063/16063	---M--	200	added ('OK')	image/png	etag:%22045499c625f9fc243620c59d32d848b2%22	https://puu.sh/vfi6a/e532309371.png	C:/My%20Web%20Sites/end/puu.sh/vfi6a/inserting+sort+example.png	(from https://visualgo.net/en/sorting)
22:17:47	353/353	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sat,%2016%20Dec%202023%2015:17:48%20GMT	https://visualgo.net/en/queue	C:/My%20Web%20Sites/end/visualgo.net/en/queue	(from https://visualgo.net/en/list?mode=LL)
